fen_string,solution_moves,difficulty_elo,tag_id
2k5/ppp5/4R3/7n/3P4/2P3r1/PP3R2/6K1 w - - 0 32,f2g2 g3g2 g1g2 h5f4 g2f3 f4e6,989,2
8/8/8/1p5p/2p2k1P/P1P5/1P2K3/8 w - - 0 55,e2f2 f4g4 f2e3 g4h4,1020,17
r7/1p4kp/1N3pp1/p1p5/8/2P5/5PPP/5NK1 b - - 1 29,a5a4 b6a8 a4a3 f1e3 a3a2 e3c2,2367,17
8/8/5k1p/p6P/3KP3/8/8/8 w - - 2 41,e4e5 f6e6 d4e4 a5a4 e4d4 a4a3 d4c3 e6e5,1638,17
6R1/1pr4p/pR6/5pk1/5n2/r1P2P2/P5PP/6K1 b - - 1 32,g5h5 g2g4 f5g4 f3g4 h5h4 b6h6 f4h5 h6h5,1067,25
2k3rr/1pq2p2/p1pbpQ2/P4p1p/2P5/8/1PP2PP1/3RR2K b - - 3 26,g8g6 f6h8 c7d8 h8d8,1167,17
r4k1N/p1p2Bpp/1b6/2p3q1/4n3/5P2/PP4KP/R3Q2R w - - 4 24,g2f1 e4d2 f1e2 c5c4 e1d2 g5g2 e2d1 g2f3 d1c2 f3e4,2877,17
rnb3rk/5ppN/1bp1p2n/pp4N1/3qR3/3B4/PP1Q1PPP/5RK1 b - - 3 20,d4d7 e4h4 f7f5 h7f6,2227,2
4rk2/ppqn1Npp/2p5/5pB1/2BP2n1/2N2Q2/PPP3P1/R5bK w - - 8 17,h1g1 c7h2 g1f1 h2h1,972,34
r3r2k/6pp/p1n2p2/1pp2b2/2B2P2/2P2N1P/PP3PP1/3R1K1R w - - 0 18,c4b3 c5c4 b3c4 b5c4,1399,17
2kr3r/1pq2pb1/p2pb2p/5n2/8/2N1B3/PPPQ2BP/4RRK1 w - - 2 20,f1f5 g7c3 b2c3 e6f5,2068,2
2r4r/p3bk2/3pn1pp/Q2N1b2/2qN3P/2P1B3/PP3P2/2KR2R1 w - - 1 27,a5a7 c4d5 d4f5 d5f5,1849,2
8/8/6B1/4kp2/4b1P1/4K3/7P/8 w - - 3 43,h2h4 f5f4 e3e2 e4g6,1500,9
1r1q1k1r/3npp2/4bb2/1B1p3p/P2P4/2B1PPR1/1P4Q1/2K3R1 b - - 4 24,b8b5 g3g8 h8g8 g2g8,452,37
r2qkb1r/pp1nppp1/2p2n2/8/3P2bp/3Q1N1P/PPP1NPP1/R1B1KB1R b KQkq - 0 9,d7c5 d4c5 d8d3 c2d3 g4f3 g2f3,1371,17
8/8/1R1n4/3k1p2/4b1p1/2K1P1P1/5P2/8 w - - 26 51,c3d2 d6c4 d2c3 c4b6,683,17
N7/1p2b3/2np2kp/p1p1pqp1/8/P1Pr3P/1PQ2PP1/1R3RK1 w - - 0 25,g2g4 d3g3 f2g3 f5c2,1175,17
rnbqk2r/ppp2ppp/4pn2/3p2B1/1b1P4/P1N3P1/1PP1PP1P/R2QKBNR b KQkq - 0 5,f6e4 g5d8 b4c3 b2c3,1033,17
1r2k3/p1q1p1r1/3p2p1/3B1b2/2P1N3/1P3nPp/P2Q1P1P/4RR1K w - - 1 31,e4d6 c7d6 d2b2 f3e1,1071,2
3rk2r/pp5p/2p2p2/1Qb1p3/5q2/5nN1/PPPP3P/R1BK1B1R w k - 0 17,b5c5 d8d2 c1d2 f4d2,1169,37
1r3rk1/1ppq1pbp/3p1np1/1P2p3/2P5/2NPPQPb/3B1PBP/1R3RK1 w - - 1 16,f1e1 h3g4 f3b7 b8b7,1615,2
r4rn1/pp3pkp/3p2pb/2pPp1N1/2P1P3/P2BP3/1P2QRPP/3b1RK1 b - - 0 19,d1e2 f2f7 f8f7 f1f7 g7h8 f7h7,1598,35
8/6p1/p7/3p1kp1/2p5/1PP1K1PP/P7/8 b - - 0 36,f5e5 b3b4 d5d4 c3d4,1806,17
r4r1k/ppp2qpp/2n1Bp2/2p1pN2/4P1Q1/3P3P/PPP2PP1/R4RK1 b - - 0 16,f7e6 g4g7,577,34
6k1/7p/1p2R3/8/8/1P1p2P1/P1r2r1P/3R2K1 w - - 1 32,e6d6 f2g2 g1h1 g2h2,987,2
r4rk1/ppn3p1/1np1p1B1/4p3/2PP1q2/1P4R1/PB4PP/R2Q2K1 w - - 4 24,d1h5 f4f2 g1h1 f2f1 a1f1 f8f1,1341,7
1n3r2/pb4kp/1p2B1p1/2b2P2/5RQ1/8/P2q2PP/5R1K b - - 7 26,b7a6 f5f6 f8f6 f4f6,1229,2
3r2k1/pp4pp/2n5/2Pq1p2/3br3/1P2PQP1/PB3P1P/2RR2K1 w - - 0 22,b2d4 e4d4 f3d5 d4d5 d1d5 d8d5,1544,2
1k2r3/ppp3pp/2nb2q1/5r2/PP1PQP2/B1P5/4N2P/R4R1K w - - 3 22,e4g2 g6g2 h1g2 e8e2,1502,6
8/6p1/5p1p/5k2/5P2/3K2P1/7P/8 w - - 1 41,d3e3 f5g4 e3f2 g4h3,1280,17
8/4r3/8/8/3kp3/2Rp3K/3B2PP/8 w - - 9 47,g2g4 e4e3 c3d3 d4d3,1445,17
3r4/3P2kp/p1r3p1/1p3p2/8/8/P1PR1KPP/4R3 b - - 8 30,g7f6 e1e8 d8d7 d2d7,1053,17
8/pp6/2p3BP/6p1/3k4/5K2/1r6/8 b - - 0 40,b2b3 f3g4 d4c5 h6h7 b3b4 g4g5,1833,1
3Q4/5bk1/6p1/p2p1p2/3q3P/1P2R1K1/5P2/8 w - - 2 58,d8a5 f5f4 g3f3 f4e3,1693,17
5rr1/kp1R4/p3N2p/n7/1b3B2/5R2/7P/7K b - - 3 37,f8f5 f4e3 b4c5 e3c5 f5c5 e6c5,1803,17
8/6kp/2p5/2Pb4/2r1p1K1/6P1/4R3/7R w - - 2 45,e2h2 e4e3 g4g5 d5h1,1165,17
r1b1k2r/ppppqppp/5n2/3P4/1bB5/3p1N2/PPPBQPPP/R3K2R w KQkq - 0 10,d2b4 e7e2,1318,36
8/8/5p2/4k3/6p1/3KP3/7P/8 w - - 2 48,d3d2 e5e4 d2e2 f6f5 e2d2 e4f3 d2d3 f3g2,1656,17
r4n1R/p2k4/2p3p1/3pB1P1/Pb1PpP2/1P6/2P1K3/8 b - - 1 40,b4d6 e5d6 d7d6 f4f5 g6f5 g5g6 f8g6 h8a8,2160,2
r4qk1/p1bb4/2p4p/1P1p2p1/1PnP4/2PQ2PP/2B3P1/RN4K1 b - - 2 25,a8e8 d3h7,1329,37
3r2k1/2q2p2/4p1p1/4P2p/4Q3/pPP1P3/P1R2PPP/2K5 w - - 3 39,c3c4 c7a5 c1b1 a5e1 c2c1 e1f2,2832,17
8/8/3k1p2/6p1/2pbP1P1/8/1pK5/5R2 w - - 0 59,f1d1 d6e5 d1f1 e5e4,1646,17
8/1p1k1p2/p6p/1p1KP1p1/2P3P1/PP5P/8/8 b - - 0 31,d7e7 d5c5 b5c4 b3c4 e7e6 c5b6 e6e5 b6b7 e5d4 b7a6,2767,17
rn3rk1/pb2bppp/q1p1pn2/1N2N3/3B4/1Q1P2P1/P3PPBP/R3K2R w KQ - 3 13,b5c7 a6a5 d4c3 a5c7,1265,2
5Q2/5ppk/4p2p/3p4/3P3P/2P3R1/2q2rPK/8 b - - 5 37,c2e4 f8g7,634,25
r7/pp2ppkp/1q1p1np1/8/N1n1P1P1/5P2/1PPQ3P/2KR3R b - - 1 17,c4d2 a4b6 a7b6 c1d2,1856,2
1r3r1k/2p3p1/p4n1p/1p5q/3P2p1/P1PQB2P/1P2R1P1/1R4K1 w - - 2 25,h3g4 f6g4 e3f4 f8f4,1393,17
8/pp6/8/1PP3k1/7p/3K4/P7/8 b - - 0 40,g5g4 c5c6 b7c6 b5c6 h4h3 c6c7,1137,1
5rk1/1p3ppp/p6r/1PPpP2q/P2B1p2/5P1b/4Q1P1/2R2RK1 w - - 0 25,g2h3 h5h3 e2g2 h6g6,1703,17
8/1p3k2/2p2p2/2Pb3P/1P1KpPB1/r6P/8/4R3 w - - 3 37,e1b1 a3d3,1064,25
rnb5/pp1p2kp/1q2p1pQ/5r2/8/1P3N2/P1P3P1/RN3K1R b - - 1 16,g7f6 h6f8,1292,26
8/5p2/R6p/4pkp1/P2r4/5P1P/5KP1/8 b - - 1 42,h6h5 g2g4 h5g4 h3g4 d4g4 f3g4,1061,17
8/3k1p2/4b1p1/5PQp/4P1q1/8/6PK/8 w - - 1 49,g5g4 h5g4 f5e6 d7e6 h2g3 e6e5 g3g4 e5e4,2395,17
rn3r2/1bppqppk/p3p3/1p1nP1N1/3P3P/8/PPP1QPP1/RN2K2R b KQ - 1 11,h7g8 e2h5 d5f6 e5f6,1303,17
r1b2rk1/pppqNppp/3n1B2/2b1pP1Q/3n4/1B1P4/PPP3PP/R3K1NR b KQ - 9 12,g8h8 f6g7 h8g7 h5g5 g7h8 g5f6,2215,6
6k1/5pp1/1BQ4p/P2p2q1/8/3b1P2/6PP/6K1 w - - 1 34,b6c7 g5e3 g1h1 e3e1,1220,7
2Q5/pR3ppk/5b1p/8/4q3/3nP1P1/P4P1P/1N3K2 w - - 0 31,b1d2 e4h1 f1e2 d3c1 c8c1 h1c1,1633,2
r3r1k1/1bp2p2/1p4pp/p3n3/Pb2NP1q/1P1P4/2P1Q1BP/B2R1RK1 b - - 0 22,e5g4 e2g4 h4g4 e4f6 g8f8 f6g4 b7g2 g1g2,1515,6
8/7p/5K2/7P/4k3/8/8/8 b - - 2 77,e4f4 h5h6 f4e4 f6g7 e4f5 g7h7 f5f6 h7g8,1786,17
rnb1k1nr/ppppqppp/8/b3N3/4P3/P7/1PPP1PPP/RNBQKB1R w KQkq - 1 5,b2b4 e7e5 d2d4 e5e4 c1e3 a5b6,1513,2
1r4k1/6pp/p2q4/Q1pP1p2/1PP1p3/P6P/5KP1/1R6 b - - 0 32,f5f4 b4c5 e4e3 f2f3,1306,17
2r3k1/1p3pp1/p7/3P3p/P4R1P/1P3bB1/3R1P2/5qK1 w - - 0 30,g1f1 c8c1 d2d1 c1d1,688,25
4k3/2p4R/4K3/8/7p/p1b5/8/8 w - - 2 50,h7h4 a3a2 h4g4 e8f8,1797,1
3r4/p2rkp1p/1p2p1p1/1P3PP1/1q5P/2RB4/3Q1PK1/8 b - - 0 30,d7d3 c3c7 e7d6 c7c6 d6e5 d2b4,2203,17
1r3k2/pBp2ppp/8/3p4/5qn1/2N5/PPP2PPP/1R1QR1K1 w - - 1 17,g2g3 f4f2 g1h1 f2h2,1062,34
r1b2k1r/pp1p1p1p/6pb/8/N1PB4/P7/1PKn2PP/4RR2 b - - 3 22,h6g7 d4c5 d7d6 c5d6 f8g8 e1e8,1963,17
2k4r/pppr1pp1/2n2bp1/3q4/4p1B1/PP2P3/1BQP1PPP/2R1K2R b K - 7 17,c6e5 c2c7,1690,37
8/8/2p3p1/1p2B2p/1Pk2P1P/2Pr2P1/5K2/8 b - - 12 45,d3c3 e5c3 c4c3 g3g4 c3b4 f4f5,2024,17
4r1k1/3Q1pqp/3p4/1p1P4/2p5/3n2B1/1P3PP1/3R2K1 b - - 1 33,e8e2 d7c8 g7f8 c8g4,2315,17
8/2k5/p4p2/PpKp4/4PP2/8/8/8 w - - 0 39,e4d5 f6f5 d5d6 c7d7 c5d5 b5b4 d5c4 d7d6,1901,17
r1b2r1k/pp1n2p1/2pq3p/3pN3/3PpP2/1Q2P1P1/PP3RBP/4R1K1 w - - 4 25,g2e4 d5e4 e5f7 f8f7,1542,2
r1b2rk1/p1qpppbp/2p3pB/8/4P1n1/3B4/PPPQ1PPP/RN3RK1 w - - 10 11,h6g7 c7h2,684,34
5rk1/3P4/6p1/3Pp3/4P3/6bb/2Q2PBq/1R2RK2 w - - 1 35,g2h3 f8f2 c2f2 h2f2,1493,29
6R1/8/p2r4/1p3p1k/8/1P4K1/P4P2/8 b - - 1 41,d6g6 g8g6 h5g6 b3b4 g6g5 g3f3,2584,17
6k1/5rp1/5nQp/1q1p1p2/pp1P1N2/3b1P2/PP1B2PP/K3R3 w - - 0 31,f4e6 f5f4 g6f7 g8f7,1656,17
8/8/8/N1p1p3/5k2/5p2/8/5K2 w - - 0 57,a5c4 f4e4 f1f2 e4d4 c4d2 e5e4 d2b3 d4c4,2502,17
4q3/2p2p2/3p2kp/3P4/R3P2P/6P1/2Q3K1/1r6 b - - 1 40,b1e1 e4e5 g6g7 a4g4 g7h8 c2d2,1996,17
6k1/5p2/6pp/K1R2r2/1P6/8/8/8 b - - 1 43,h6h5 c5f5 g6f5 b4b5 f5f4 b5b6 g8g7 b6b7,951,1
3r1rk1/1p3p1n/p2p4/4pP1Q/3pPb1P/P2q1P2/BP6/R4RK1 b - - 0 23,h7f6 h5g6 g8h8 g6f6,1803,2
7r/5Npk/pp5p/3PPqb1/8/1PP1p1P1/PB2P2K/6Q1 w - - 0 28,f7g5 h6g5 g1e3 f5f1,2526,17
8/6b1/3N3p/p5k1/P6p/8/6P1/5K2 b - - 0 45,g7c3 d6e4 g5g4 e4c3,1102,17
r4rk1/pp3p2/4b1B1/2Ppn1NQ/8/2q5/P1P2PPP/R4RK1 b - - 0 17,e5g6 h5h7,881,37
8/8/6p1/8/r4p1k/PR3K1P/8/8 w - - 2 43,b3b8 a4a3 f3f4 g6g5 f4f5 a3a5,2459,17
6k1/b4pp1/1qp4p/8/1PQ5/P5NP/5PP1/6K1 w - - 0 33,c4d3 b6f2 g1h2 f2g1,796,25
r1b3k1/p5pp/2pbr3/3p4/3B4/1P2PpPq/P1P1B2P/R2Q1RK1 w - - 0 20,f1f3 e6h6 f3f2 d6g3,1680,2
r2qk2r/pbp1p1b1/1pnp2p1/4P1pP/3P3p/2N1QP2/PPP4P/2KR1BNR w kq - 0 13,e3g5 g7h6 g5h6 h8h6,1253,2
2r1k3/b4p2/4p1p1/8/P2P4/8/6PP/1Bq1R2K w - - 0 43,e1c1 c8c1,474,7
2kr3r/Qpp3b1/4p3/1nR3pq/6p1/6B1/PPP3PP/R5K1 w - - 0 21,c5b5 g7d4 a7d4 d8d4,1203,2
8/8/8/8/4KPkp/8/8/8 w - - 1 55,f4f5 h4h3 e4e5 h3h2 f5f6 h2h1q,538,1
6R1/p7/1n1p4/3k2Np/4P1pP/3K2P1/5r2/8 b - - 0 43,d5e5 g8e8 e5f6 e8f8 f6e7 f8f2,1614,17
r3k2r/ppqn1ppp/2pbpnb1/3p4/3P1B2/2NBPPQ1/PPP1N1PP/R4RK1 b kq - 9 10,f6h5 f4d6 h5g3 d6c7,1240,2
k7/b1p2p2/Qnn5/1R1r1N1p/8/3q1NP1/2p3PK/R7 w - - 4 33,b5d5 d3a6 a1a6 c2c1q,2075,1
4rk2/pq3p1p/8/3N4/3P4/1P1bPQP1/P4PKR/8 w - - 2 34,d5f6 d3f1 g2f1 b7f3,1852,2
3r3k/6p1/1p1N3p/3qPQ2/8/3n2PK/7P/5R2 b - - 1 47,d8g8 d6f7 d5f7 f5f7,917,17
8/6k1/6p1/P1R3K1/2p5/r1P5/8/8 b - - 6 46,a3c3 c5c7 g7g8 a5a6,2260,17
r5k1/5pp1/1pP4p/3p4/p2P4/R3P2P/5PP1/6K1 w - - 1 31,g1f1 b6b5 c6c7 a8c8 f1e2 c8c7,2031,17
R1k5/2p1q3/1p2p3/1P3p2/2P3r1/1P3Q2/7P/7K b - - 3 33,c8d7 f3c6,1225,25
r2Qk1r1/ppp2qPp/2p1b3/2n1b1B1/8/8/PPP2PPP/RN1R2K1 b q - 1 15,a8d8 d1d8,828,37
2r1q1k1/3b1p1p/p4Qp1/3P4/P3P3/2p2R2/1rB3PP/R5K1 w - - 4 34,f3c3 b2c2 c3c2 c8c2,1535,2
2k5/1pp3Bp/p7/5P2/6P1/5P2/PPr3rP/3K3R b - - 0 25,g2h2 h1h2 c2h2 f5f6 h2f2 f6f7,1418,1
r1b1k2r/pp4pp/2pB4/n3N3/3P4/8/P4PPP/4R1K1 b - - 0 18,e8d8 e5f7 d8d7 e1e7,1549,29
2r3k1/3q1pp1/2pP3p/p3P3/2Q5/2B5/P1P3PP/6K1 w - - 1 25,c3a5 d7a7 g1f1 a7a5,1146,17
8/1r4k1/6p1/6Kp/5R2/6PP/8/8 w - - 2 60,g3g4 b7b5 f4f5 g6f5,1449,17
rn1qk2r/ppp2ppp/4p3/3p1P2/3P1bn1/2N2P2/PPP1P2P/R2QKBNR w KQkq - 1 8,f3g4 d8h4,966,37
2rq2k1/1b4bp/pp1ppnp1/8/P1P2B2/1PN4P/5PP1/1R1Q1BK1 w - - 0 21,d1d6 d8d6 f4d6 f6e8,1648,2
7r/p3kp1B/2nqp1p1/1p6/2pP3Q/2P5/PP1K1PP1/7R b - - 1 21,e7f8 h4f6 f8e8 f6h8,1853,17
8/1p6/4kpp1/1pP4p/pP2K3/P4P1P/6P1/8 b - - 1 36,f6f5 e4d4 h5h4 f3f4 e6d7 d4d5,2293,17
r1bq1rk1/pp1n1pbp/4p1p1/4Pn2/8/2N1BN2/PPPQB1PP/2KR3R w - - 3 14,e3f2 g7h6 g2g4 h6d2,1564,17
2R3rk/7p/4p3/p2pPp2/Pp3P2/3PP1rq/5Q1P/2R4K b - - 5 33,g3e3 c8g8 h8g8 f2g1,2009,6
7r/pb2rp2/1pp4k/3pP2p/1P1P3R/P2B1Pp1/2K5/7R b - - 5 34,e7e8 h4h5 h6g7 h5g5 g7f8 h1h8,1244,17
8/6bp/1ppkb3/p4p2/P1PnpP1B/1P2N2P/3N1KP1/8 b - - 7 35,d6c5 h4e7,1018,25
1n1qr1k1/3r3p/6p1/1ppp1p2/p7/P1bPBQ1P/B1P1KPP1/1R5R w - - 2 23,b1b5 b8c6 f3d5 d7d5,1996,17
6k1/3q1pp1/7p/p2p4/P4P2/1r6/1P2Q1N1/1R5K w - - 0 39,e2d2 b3h3 h1g1 d7a7 d2f2 h3h1 g1h1 a7f2,1739,17
2q2rk1/1b3pbp/p2p1np1/1p1P4/1Pr5/P1NQBN1P/5PP1/R1R3K1 b - - 0 19,f6d5 c3d5 b7d5 d3d5 g7a1 c1a1,1673,2
4r1k1/2q2pp1/p1r2n1p/4p3/N2P4/5PP1/PP2Q2K/1B2R3 b - - 2 35,e5d4 e2e8 f6e8 e1e8,528,37
8/8/pp6/2p1pk1P/6p1/P5K1/1PP5/8 b - - 2 37,e5e4 h5h6 f5g6 g3g4 e4e3 g4f3 e3e2 f3e2,1222,17
8/1b4k1/p3pr2/1p3p1Q/3P1P2/1P2pNq1/2P5/2R2R1K w - - 0 35,f1g1 b7f3 h5f3 f6h6 f3h5 h6h5,1444,28
r4r1k/3R3p/2p2ppB/1pb1p3/p3Pn2/P4P2/B1P2R1P/1N5K b - - 0 27,c5f2 h6g7,972,37
7k/p5p1/2n5/4pB2/8/P4P2/2Pr1K1P/4R3 w - - 1 31,e1e2 d2e2 f2e2 c6d4 e2d3 d4f5,1122,2
r1b1k2r/pp2qppp/2nppn2/3p4/3P1B2/4PN2/PPP2PPP/R2QKB1R w KQkq - 1 8,f1d3 e6e5 f4g5 e5e4 d3e2 e4f3,1582,2
8/6pk/p1q4p/1p2Bp2/2p2P2/P1PbQ2P/1P4PK/8 b - - 7 46,c6e4 e3a7 e4e5 f4e5,1904,17
3q3k/6bp/4B1p1/p1p5/1p6/P6P/1PQ3P1/4R1K1 w - - 0 29,c2c5 g7d4 c5d4 d8d4,935,2
8/8/8/2ppk3/7p/2P1K2P/2P5/8 w - - 6 47,c3c4 d5d4 e3f2 e5f4,2080,17
1k1r3r/2p2pp1/Qp2p1n1/7p/Pq1b2nP/5NP1/5PB1/R1B1R1K1 w - - 1 20,f3d4 b4e1 a6f1 e1f1,1472,17
5r2/6p1/pp1pBr2/2pPb1pk/2PpR1RP/P2P1pP1/1P3P2/6K1 b - - 2 32,g5h4 g4h4 h5g6 e4g4,1105,25
3r2k1/2QPqppp/p7/1p6/8/7P/6P1/2R3K1 b - - 1 37,g7g6 c7d8 e7d8 c1c8 g8f8 c8d8,1396,6
r2q1r2/pp1nbkp1/2p1p3/3pPP1p/3P4/7Q/PPP3PP/R1B2RK1 b - - 0 16,e6f5 f1f5 f7g8 f5h5,2375,2
3r3r/p1pkn1pp/Q1pppq2/8/N3P3/b4P2/1PPB2PP/2KR3R w - - 0 17,b2a3 f6a1,893,37
5r2/6kp/R7/1p6/8/P2r4/P5PP/5R1K w - - 5 32,f1f8 d3d1 f8f1 d1f1,609,7
4rrk1/pp3pp1/2q1b2p/3p4/1P6/2nQ3P/P1B2PP1/2KRR3 b - - 1 26,c3d1 d3h7,891,37
3r1rk1/1p3ppp/p1n5/3P4/4Q3/P4N2/1q3PPP/R3R1K1 b - - 0 20,f8e8 e4e8 d8e8 e1e8,630,7
3r2k1/5ppp/Qp2pn2/8/P7/B1P1P3/3q1PPP/R5K1 w - - 2 24,a6b6 d2d1 a1d1 d8d1,570,7
6k1/2q3p1/3p1Pp1/2pP4/1pP1Q3/6BP/rp6/3R3K w - - 0 35,e4e6 c7f7 d1b1 a2a1,1919,17
8/2P5/6k1/8/4P3/5PPK/8/q7 w - - 0 63,c7c8q a1h1 h3g4 h1h5 g4f4 h5g5,1081,25
r3k1r1/ppp4p/3ppn2/4p1N1/3nP3/2NP4/PPPK2PP/R1B4R w q - 4 14,g5f3 g8g2 d2d1 d4f3,1364,2
2bR1rk1/1r5p/1B4p1/5p2/5b2/P4P2/1PP3PP/1K1R4 b - - 6 23,f4h2 b6c5 f8d8 d1d8,2203,2
8/1p3p1p/p1k1p3/P2bP1Pp/3K1P2/P2B4/8/8 w - - 0 43,d3h7 h5h4 f4f5 h4h3,1632,9
r4rk1/1p2pp2/3p1Bpp/p2P4/2P1RP2/5N1n/PP4PP/R1Q2BqK w - - 5 23,f3g1 h3f2,1257,36
1r3k2/pp4r1/2n3pR/2p1b1B1/2B1P3/1PP5/PK3P2/8 b - - 4 35,b7b5 h6h8 g7g8 h8g8,1246,37
r1b5/1p5Q/1k2p3/p2pP3/qP1Nn3/P1p1P2B/K1P5/6R1 w - - 0 32,b4b5 a4c4 a2b1 e4d2 b1c1 c4a2,1718,17
r3r1k1/ppp2ppp/3p4/3Nn3/8/5PP1/PPP1R2P/4R2K b - - 1 23,c7c6 d5c7 e8f8 c7a8,1231,2
r2qk1nr/3nbppp/4p1b1/p1p1P3/Pp1p1P2/1P1P1NP1/2P3BP/RNBQK2R w KQkq - 0 14,f3d4 c5d4 g2a8 d8a8,1070,2
r4rk1/ppqb1ppp/3bpn2/8/2QnP3/2N1B2P/PP2BPP1/R4RK1 w - - 0 13,c4c7 d4e2 c3e2 d6c7,1488,2
2r2k1r/1b2bPpQ/p2p2P1/4n3/qP1RP3/2p5/P1P2B1P/2K2BR1 b - - 0 22,e5g6 h7g6 e7f6 f2g3 c8c6 g3d6 c6d6 d4d6,2320,17
4K3/4R1P1/8/2k5/1p6/p7/1N6/6r1 w - - 0 51,e7c7 c5b6 c7c2 g1g7,2548,2
4rbk1/5pp1/Q2p2qp/1N1bn3/P3P3/7P/2BBRPP1/6K1 w - - 0 34,b5c7 d5c4 a6c4 e5c4,2119,2
8/8/p4p2/1p2kP1p/1Ppp3P/P2P1K2/2P5/8 w - - 2 36,f3g3 e5f5 g3f3 f5e5 d3c4 b5c4,2361,17
6k1/5p2/Q5pK/7P/2P1P3/p7/6q1/8 b - - 2 43,g2e4 a6c8 e4e8 c8e8,1081,25
r3kb1r/pppbppp1/nq3n1p/1N2Q3/1PP5/8/P2P1PPP/R1B1KBNR b KQkq - 0 9,a6b4 b5c7 e8d8 c7a8 b6f2 e1f2,1050,2
4nrk1/1p3ppp/pq2p3/4P1QN/P7/5P2/1Pr2P1P/R4RK1 b - - 1 21,c2b2 h5f6 g8h8 f6d7 b6b4 d7f8,1870,17
r4rk1/ppp2pp1/1b1p1q1p/4p3/1P1nP1n1/P1N2N2/2PPRPB1/R1BQ2K1 w - - 4 15,c3d5 d4f3 g2f3 f6f3,1770,17
4r1k1/ppq3pp/1npb1n2/3p4/3P4/1PNB3P/P1P1QPP1/R1B3K1 w - - 0 16,e2f3 e8e1 d3f1 d6h2 g1h1 e1f1,1321,19
8/8/2k4K/6P1/8/3nP3/8/8 b - - 0 56,d3e5 g5g6 c6d5 g6g7,684,1
8/8/8/p1R5/6P1/1P3k2/r6P/6K1 w - - 1 39,g4g5 a2a1 c5c1 a1c1,1139,25
4bk2/p1p2p2/1pP5/5N1p/n2B1n2/5P2/2B3PP/7K b - - 1 37,f4e6 c2a4 e6d4 f5d4,1555,2
r1b2rk1/pp1pqpp1/2n2n1p/4p3/2B1P3/2N5/PPP2PPP/R1BQ1RK1 w - - 2 10,f2f4 e7c5 g1h1 c5c4,1045,17
r4rk1/3R1ppp/1Qp1p1b1/8/2B3P1/5PqP/PPP5/2K4R w - - 1 24,b6e3 g3g2 h1h2 g2h2,1587,2
rn1qr1k1/p4pp1/1p1b2p1/1Q1p4/3P2P1/2P1BN1P/P4P2/R4RK1 w - - 0 18,b5d5 d6h2 f3h2 d8d5,981,2
2rb2k1/p5pp/K4p2/2N5/1P6/Pbr5/3R1PPP/R7 b - - 2 29,b3c4 a6b7 c8c7 b7b8 c7e7 d2d8,1723,2
r4k2/4p3/3pQnR1/p7/1p6/1P3q2/P1P4r/1K4R1 b - - 4 28,h2h1 g6g8 f6g8 e6g8,1497,36
r5k1/3b2pp/p1p1p3/1p1pNpq1/3Pn2r/P1P1PQ2/1P2B2P/R1B2RK1 w - - 0 20,g1h1 e4g3 f3g3 g5g3,1325,2
8/4k3/5pK1/3Pp1p1/4P3/b4P1P/6P1/8 b - - 2 47,a3d6 g2g3 d6b4 h3h4 g5h4 g3h4,2011,2
r2q1r1k/1Q1b2pn/p2p1b1p/5p2/2P5/1P4P1/P1R2PBP/3NR1K1 b - - 0 22,f8e8 e1e8 d8e8 b7a8 e8a8 g2a8,1220,17
8/PR6/8/4k3/3p3P/rp2pK2/8/8 w - - 0 44,b7b3 a3a7 b3b5 e5d6,1755,17
5rk1/1p5p/p1bqp1p1/3pN1P1/4P3/2R4P/P1Q3P1/7K w - - 2 32,e5c6 f8f1,908,25
8/2k2p2/2p4p/2p1p1p1/P1P1P1P1/3K1PP1/8/8 w - - 1 38,d3e3 c7b6 e3d2 b6a5 d2c2 a5a4,1575,17
8/1p3pkp/p4np1/5q2/PP1Q2N1/7P/5PP1/6K1 w - - 4 30,d4f6 f5f6 g4f6 g7f6,792,2
8/8/r7/k6P/2pK4/5P2/3p4/1R6 w - - 0 57,d4c4 a6c6 c4d3 c6c1 d3d2 c1b1,1921,17
r2q1rk1/pp1n1pp1/2pb1n1p/3p4/7B/3B1P2/PPPQRP1P/3NR1K1 b - - 2 18,d7e5 e2e5 d6e5 e1e5,1655,2
r7/1p2kpp1/2p1p1p1/p3P1q1/P2Pn3/2P4Q/1P2B1PP/3R1K2 b - - 0 24,a8h8 h3h8 g5f4 e2f3,1054,2
1kb2r1r/pp3p1p/2p2R2/4pP1Q/2q1P3/2N5/PPP1N1PP/2K5 w - - 0 19,f6f7 c4f7 h5f7 f8f7,1795,2
1q4k1/1rp1brpp/4Qn2/pp1pnp2/3P1B2/2P1P3/PP1N1PPP/R4RK1 w - - 0 18,f4e5 b7b6 e6f5 f6e4 f5h5 e4d2,1753,2
1q4k1/1P3ppp/2Q5/P7/8/4p1PP/4nP1K/8 b - - 0 41,e3f2 c6c8 b8c8 b7c8q,1273,1
8/5k2/3K2p1/4p1r1/4R1P1/8/8/8 w - - 8 58,e4e5 g5g4 e5e7 f7f6,2145,2
5r1k/2p4p/1p1p4/3Q4/PP6/8/1q3PPP/4R1K1 w - - 2 29,d5e4 b2f2 g1h1 f2f1 e1f1 f8f1,969,7
2q5/p4pk1/1p4pp/3Q1n2/8/1P2P1P1/r4P1P/3R1BK1 w - - 0 30,e3e4 c8c2 d5e5 g7h7 e5f4 c2d1,1877,17
